ID,treatID,N,time_wk,y,se,arm,narm,fupcount,fups,AuthorDate_Bensen 1999,AuthorDate_Birbara 2006_1,AuthorDate_Birbara 2006_2,AuthorDate_Chappell 2009,AuthorDate_Chappell 2011,AuthorDate_Clegg 2006,AuthorDate_DeLemos 2011,AuthorDate_Enrich 1999,AuthorDate_Fishman 2007,AuthorDate_Fleischmann 2005,AuthorDate_Gana 2006,AuthorDate_Gottesdiener 2002,AuthorDate_Kivitz 2001,AuthorDate_Kivitz 2002,AuthorDate_Lehmann 2005,AuthorDate_Markenson 2005,AuthorDate_Schnitzer 2005_2,AuthorDate_Schnitzer 2010,AuthorDate_Schnitzer 2011LUM,AuthorDate_Sheldon 2005,AuthorDate_Tannenbaum 2004,AuthorDate_Williams 2001,treatname_Celebrex_200,treatname_Celebrex_400,treatname_Duloxetine_90,treatname_Etoricoxib_10,treatname_Etoricoxib_30,treatname_Etoricoxib_5,treatname_Etoricoxib_60,treatname_Etoricoxib_90,treatname_Lumiracoxib_100,treatname_Lumiracoxib_200,treatname_Lumiracoxib_400,treatname_Lumiracoxib_NA,treatname_Naproxcinod_1500,treatname_Naproxcinod_250,treatname_Naproxcinod_750,treatname_Naproxen_1000,treatname_Oxycodone_44,treatname_Placebo_0,treatname_Rofecoxib_12,treatname_Rofecoxib_125,treatname_Rofecoxib_25,treatname_Tramadol_100,treatname_Tramadol_200,treatname_Tramadol_300,treatname_Tramadol_400,treatname_Valdecoxib_10,treatname_Valdecoxib_20,treatname_Valdecoxib_5
-1.2471461047749437,-1.1065345862195515,-1.3037707918301806,-0.9479001928421664,2.3556595278015697,1.6901677111085291,-1.1968552548164082,1.380789992209897,-1.1200077539050646,0.3056152337796518,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-1.2471461047749437,-0.5752359465393669,-0.8225497739552794,-0.9479001928421664,2.3067261015400824,0.36404742678423013,-0.4845906092799418,1.380789992209897,-1.1200077539050646,0.3056152337796518,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.2471461047749437,-0.46897621860333005,-0.9294877779274797,-0.9479001928421664,2.073138236556002,0.5588473023833084,0.22767403625652455,1.380789992209897,-1.1200077539050646,0.3056152337796518,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.2471461047749437,-0.36271649066729317,-0.7958152729622294,-0.9479001928421664,2.181161083208719,0.3178493912362061,0.9399386817929909,1.380789992209897,-1.1200077539050646,0.3056152337796518,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.2471461047749437,-0.2564567627312563,-0.8403727746173129,-0.9479001928421664,2.008509183003094,0.39364804340448684,1.6522033273294572,1.380789992209897,-1.1200077539050646,0.3056152337796518,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.2471461047749437,-0.15019703479521937,-0.8403727746173129,-0.9479001928421664,2.163618911530073,0.39571814513324405,2.3644679728659237,1.380789992209897,-1.1200077539050646,0.3056152337796518,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.2471461047749437,-1.1065345862195515,-1.3037707918301806,-0.7360226875430462,1.7093689922724937,1.788103832214727,-1.1968552548164082,1.380789992209897,-0.4824073464232166,0.3056152337796518,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-1.2471461047749437,-0.5752359465393669,-0.8225497739552794,-0.7360226875430462,1.0049123085458012,0.4116227749937293,-0.4845906092799418,1.380789992209897,-0.4824073464232166,0.3056152337796518,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.2471461047749437,-0.46897621860333005,-0.9294877779274797,-0.7360226875430462,0.26352473707458984,0.6161766330115349,0.22767403625652455,1.380789992209897,-0.4824073464232166,0.3056152337796518,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.2471461047749437,-0.36271649066729317,-0.7958152729622294,-0.7360226875430462,1.2117252799151055,0.36990001934261574,0.9399386817929909,1.380789992209897,-0.4824073464232166,0.3056152337796518,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.2471461047749437,-0.2564567627312563,-0.8403727746173129,-0.7360226875430462,-0.5951184029854683,0.44545904392085406,1.6522033273294572,1.380789992209897,-0.4824073464232166,0.3056152337796518,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.2471461047749437,-0.15019703479521937,-0.8403727746173129,-0.7360226875430462,-0.3476814550971932,0.44627364800870106,2.3644679728659237,1.380789992209897,-0.4824073464232166,0.3056152337796518,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.2471461047749437,-1.1065345862195515,-1.3037707918301806,-0.524145182243926,1.6170417729111966,1.9120152961199064,-1.1968552548164082,1.380789992209897,0.1551930610586315,0.3056152337796518,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-1.2471461047749437,-0.5752359465393669,-0.8225497739552794,-0.524145182243926,0.5248107678670586,0.4547640334107761,-0.4845906092799418,1.380789992209897,0.1551930610586315,0.3056152337796518,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.2471461047749437,-0.46897621860333005,-0.9294877779274797,-0.524145182243926,-0.08731869649833694,0.6603015615131678,0.22767403625652455,1.380789992209897,0.1551930610586315,0.3056152337796518,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.2471461047749437,-0.36271649066729317,-0.7958152729622294,-0.524145182243926,0.7685546269808817,0.40821535168050516,0.9399386817929909,1.380789992209897,0.1551930610586315,0.3056152337796518,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.2471461047749437,-0.2564567627312563,-0.8403727746173129,-0.524145182243926,-0.8259364513887096,0.4920928974556667,1.6522033273294572,1.380789992209897,0.1551930610586315,0.3056152337796518,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.2471461047749437,-0.15019703479521937,-0.8403727746173129,-0.524145182243926,-0.39384506477784215,0.4892780070862759,2.3644679728659237,1.380789992209897,0.1551930610586315,0.3056152337796518,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.2471461047749437,-1.1065345862195515,-1.3037707918301806,-0.10039017164568573,1.4231546122524739,2.076636796808143,-1.1968552548164082,1.380789992209897,0.7927934685404796,0.3056152337796518,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-1.2471461047749437,-0.5752359465393669,-0.8225497739552794,-0.10039017164568573,0.6725343188451331,0.5440333213378438,-0.4845906092799418,1.380789992209897,0.7927934685404796,0.3056152337796518,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.2471461047749437,-0.46897621860333005,-0.9294877779274797,-0.10039017164568573,-0.031922364881559376,0.7391428676692331,0.22767403625652455,1.380789992209897,0.7927934685404796,0.3056152337796518,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.2471461047749437,-0.36271649066729317,-0.7958152729622294,-0.10039017164568573,0.6392965198750669,0.48563782467678207,0.9399386817929909,1.380789992209897,0.7927934685404796,0.3056152337796518,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.2471461047749437,-0.2564567627312563,-0.8403727746173129,-0.10039017164568573,-0.8628673391332282,0.573324061901395,1.6522033273294572,1.380789992209897,0.7927934685404796,0.3056152337796518,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.2471461047749437,-0.15019703479521937,-0.8403727746173129,-0.10039017164568573,-0.5508013376920459,0.5614874610128476,2.3644679728659237,1.380789992209897,0.7927934685404796,0.3056152337796518,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.2471461047749437,-1.1065345862195515,-1.3037707918301806,0.32336483895255463,1.2846637832105297,2.2421903696750287,-1.1968552548164082,1.380789992209897,1.4303938760223276,0.3056152337796518,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-1.2471461047749437,-0.5752359465393669,-0.8225497739552794,0.32336483895255463,0.6540688749728742,0.6102223209086581,-0.4845906092799418,1.380789992209897,1.4303938760223276,0.3056152337796518,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.2471461047749437,-0.46897621860333005,-0.9294877779274797,0.32336483895255463,-0.3735330765183567,0.8276685387380246,0.22767403625652455,1.380789992209897,1.4303938760223276,0.3056152337796518,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.2471461047749437,-0.36271649066729317,-0.7958152729622294,0.32336483895255463,0.28845308630214006,0.5522336729494447,0.9399386817929909,1.380789992209897,1.4303938760223276,0.3056152337796518,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.2471461047749437,-0.2564567627312563,-0.8403727746173129,0.32336483895255463,-1.0198236120474322,0.6412448462928393,1.6522033273294572,1.380789992209897,1.4303938760223276,0.3056152337796518,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
